loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,fico_range_high,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies,issue_d,earliest_cr_line
22000.0, 60 months,17.97,558.3,D,D4,10+ years,MORTGAGE,55000.0,Not Verified,debt_consolidation,22.34,1.0,665.0,669.0,10.0,0.0,39840.0,74.3,25.0,1.0,0.0,Dec-2015,Jul-2000
10000.0, 36 months,5.32,301.15,A,A1,10+ years,MORTGAGE,75000.0,Source Verified,debt_consolidation,5.17,0.0,770.0,774.0,10.0,0.0,13435.0,20.4,30.0,3.0,0.0,Dec-2015,Oct-2003
25825.0, 60 months,26.06,774.14,F,F5,6 years,RENT,68000.0,Verified,debt_consolidation,31.68,0.0,675.0,679.0,18.0,0.0,20769.0,69.7,33.0,0.0,0.0,Dec-2015,Jan-2002
15000.0, 36 months,9.8,482.61,B,B3,2 years,RENT,89000.0,Not Verified,debt_consolidation,19.5,0.0,760.0,764.0,11.0,0.0,6273.0,26.4,24.0,1.0,0.0,Dec-2015,Oct-1996
10175.0, 60 months,19.89,268.96,E,E3,3 years,MORTGAGE,63900.0,Source Verified,credit_card,20.28,1.0,685.0,689.0,27.0,0.0,16428.0,31.5,52.0,2.0,0.0,Dec-2015,Jul-2000
30000.0, 60 months,16.59,738.98,D,D2,10+ years,MORTGAGE,94000.0,Source Verified,debt_consolidation,33.15,1.0,685.0,689.0,14.0,0.0,37424.0,70.7,42.0,5.0,0.0,Dec-2015,Sep-1998
8000.0, 36 months,9.17,255.04,B,B2,2 years,RENT,52000.0,Source Verified,major_purchase,11.86,1.0,665.0,669.0,4.0,0.0,4715.0,26.2,16.0,2.0,0.0,Dec-2015,Feb-2004
5000.0, 36 months,6.49,153.23,A,A2,10+ years,OWN,55000.0,Not Verified,debt_consolidation,29.15,0.0,700.0,704.0,9.0,1.0,11449.0,42.2,15.0,0.0,1.0,Dec-2015,Sep-2007
2400.0, 36 months,11.48,79.12,B,B5,5 years,MORTGAGE,60000.0,Verified,debt_consolidation,24.14,0.0,670.0,674.0,10.0,0.0,13450.0,62.6,22.0,1.0,0.0,Dec-2015,Dec-2007
35000.0, 36 months,13.99,1196.05,C,C4,2 years,MORTGAGE,90000.0,Source Verified,debt_consolidation,10.97,0.0,740.0,744.0,5.0,0.0,2193.0,12.3,7.0,1.0,0.0,Dec-2015,May-2012
13000.0, 60 months,12.88,295.0,C,C2,5 years,MORTGAGE,130000.0,Not Verified,home_improvement,5.51,0.0,705.0,709.0,11.0,0.0,6739.0,29.4,32.0,1.0,0.0,Dec-2015,Jan-2003
1450.0, 36 months,9.17,46.23,B,B2,2 years,MORTGAGE,35000.0,Source Verified,home_improvement,18.59,0.0,675.0,679.0,6.0,0.0,6916.0,69.2,16.0,1.0,0.0,Dec-2015,Aug-2003
12000.0, 36 months,9.8,386.09,B,B3,10+ years,MORTGAGE,103000.0,Source Verified,debt_consolidation,18.54,1.0,680.0,684.0,11.0,0.0,20218.0,74.9,50.0,2.0,0.0,Dec-2015,Jan-1994
4900.0, 36 months,13.44,166.15,C,C3,2 years,MORTGAGE,123000.0,Not Verified,debt_consolidation,25.6,0.0,685.0,689.0,8.0,0.0,4792.0,64.8,16.0,2.0,0.0,Dec-2015,Jan-1988
8000.0, 36 months,13.99,273.39,C,C4,< 1 year,RENT,42000.0,Not Verified,other,23.26,0.0,705.0,709.0,8.0,0.0,4414.0,40.5,10.0,0.0,0.0,Dec-2015,May-2006
18000.0, 36 months,5.32,542.07,A,A1,7 years,OWN,200000.0,Not Verified,debt_consolidation,13.57,0.0,775.0,779.0,18.0,0.0,22476.0,17.6,32.0,1.0,0.0,Dec-2015,Jun-1986
12000.0, 36 months,11.48,395.6,B,B5,7 years,MORTGAGE,85000.0,Source Verified,debt_consolidation,22.87,1.0,720.0,724.0,35.0,0.0,8288.0,31.5,63.0,4.0,0.0,Dec-2015,Mar-2003
15000.0, 36 months,9.8,482.61,B,B3,4 years,RENT,52500.0,Not Verified,debt_consolidation,4.96,0.0,695.0,699.0,8.0,1.0,10459.0,52.3,16.0,3.0,1.0,Dec-2015,Feb-2002
5000.0, 36 months,12.88,168.19,C,C2,10+ years,RENT,48000.0,Source Verified,debt_consolidation,17.48,0.0,690.0,694.0,6.0,1.0,1688.0,41.2,10.0,0.0,0.0,Dec-2015,Sep-2003
8000.0, 36 months,11.48,263.74,B,B5,10+ years,MORTGAGE,42000.0,Not Verified,credit_card,34.8,0.0,700.0,704.0,8.0,0.0,7034.0,39.1,18.0,1.0,0.0,Dec-2015,Nov-1994
7500.0, 36 months,17.97,271.04,D,D4,10+ years,OWN,15000.0,Source Verified,debt_consolidation,37.2,0.0,685.0,689.0,8.0,1.0,7933.0,66.7,14.0,0.0,1.0,Dec-2015,Aug-1998
7000.0, 36 months,16.59,248.15,D,D2,2 years,MORTGAGE,30100.0,Verified,debt_consolidation,25.68,3.0,680.0,684.0,13.0,0.0,13663.0,64.8,30.0,5.0,0.0,Dec-2015,Aug-1995
35000.0, 36 months,16.59,1240.72,D,D2,1 year,RENT,83000.0,Verified,debt_consolidation,25.52,0.0,700.0,704.0,16.0,0.0,35575.0,78.4,33.0,0.0,0.0,Dec-2015,May-1982
20000.0, 36 months,14.85,691.84,C,C5,6 years,RENT,110000.0,Not Verified,credit_card,12.45,0.0,690.0,694.0,8.0,0.0,21374.0,84.5,12.0,0.0,0.0,Dec-2015,Jun-2007
5725.0, 36 months,6.99,176.75,A,A3,3 years,RENT,25000.0,Not Verified,debt_consolidation,12.67,0.0,700.0,704.0,8.0,0.0,5083.0,31.0,13.0,0.0,0.0,Dec-2015,Oct-1978
21850.0, 60 months,17.27,546.21,D,D3,10+ years,MORTGAGE,65000.0,Not Verified,debt_consolidation,12.74,2.0,660.0,664.0,9.0,0.0,8964.0,97.2,32.0,4.0,0.0,Dec-2015,Aug-1984
3600.0, 36 months,11.48,118.68,B,B5,1 year,MORTGAGE,97000.0,Source Verified,car,18.93,1.0,660.0,664.0,16.0,1.0,7696.0,59.7,30.0,2.0,1.0,Dec-2015,Dec-2005
20000.0, 36 months,5.32,602.3,A,A1,< 1 year,MORTGAGE,106000.0,Not Verified,debt_consolidation,20.04,0.0,735.0,739.0,14.0,0.0,16210.0,35.2,28.0,2.0,0.0,Dec-2015,Jan-1999
11000.0, 36 months,6.49,337.09,A,A2,10+ years,MORTGAGE,85000.0,Not Verified,credit_card,15.0,0.0,755.0,759.0,12.0,0.0,9488.0,20.1,31.0,0.0,0.0,Dec-2015,Apr-2005
19225.0, 60 months,26.99,586.93,G,G1,< 1 year,MORTGAGE,56600.0,Verified,debt_consolidation,18.21,0.0,710.0,714.0,8.0,1.0,7055.0,44.7,22.0,0.0,0.0,Dec-2015,Apr-1990
12000.0, 36 months,14.85,415.11,C,C5,2 years,MORTGAGE,92500.0,Source Verified,debt_consolidation,17.66,1.0,670.0,674.0,12.0,3.0,291.0,2.4,19.0,2.0,1.0,Dec-2015,Mar-2003
2500.0, 36 months,14.85,86.48,C,C5,10+ years,RENT,32000.0,Source Verified,major_purchase,16.73,0.0,670.0,674.0,6.0,0.0,3021.0,59.2,8.0,0.0,0.0,Dec-2015,May-1988
22000.0, 36 months,5.32,662.53,A,A1,,MORTGAGE,110000.0,Not Verified,credit_card,7.21,0.0,770.0,774.0,7.0,0.0,24075.0,40.9,23.0,4.0,0.0,Dec-2015,Jul-1977
5000.0, 36 months,11.99,166.05,C,C1,2 years,RENT,65000.0,Verified,major_purchase,18.52,0.0,690.0,694.0,10.0,0.0,20381.0,60.7,14.0,0.0,0.0,Dec-2015,Nov-1994
6000.0, 36 months,5.32,180.69,A,A1,10+ years,MORTGAGE,80000.0,Not Verified,credit_card,13.5,0.0,745.0,749.0,20.0,0.0,48408.0,20.0,39.0,3.0,0.0,Dec-2015,Dec-1986
12000.0, 60 months,10.78,259.6,B,B4,10+ years,OWN,56000.0,Not Verified,other,25.98,0.0,705.0,709.0,7.0,1.0,3114.0,28.6,15.0,0.0,1.0,Dec-2015,May-1999
5000.0, 36 months,7.91,156.48,A,A5,6 years,RENT,32000.0,Source Verified,credit_card,13.73,0.0,685.0,689.0,7.0,1.0,5552.0,41.1,10.0,0.0,1.0,Dec-2015,Feb-2012
15000.0, 36 months,5.32,451.73,A,A1,,MORTGAGE,75000.0,Not Verified,debt_consolidation,8.75,0.0,780.0,784.0,11.0,0.0,6138.0,12.3,34.0,4.0,0.0,Dec-2015,Jul-1968
11925.0, 36 months,8.49,376.39,B,B1,10+ years,MORTGAGE,50000.0,Not Verified,debt_consolidation,28.44,0.0,770.0,774.0,21.0,0.0,14212.0,19.5,52.0,2.0,0.0,Dec-2015,Sep-1994
28000.0, 36 months,5.32,843.22,A,A1,3 years,MORTGAGE,205200.0,Source Verified,credit_card,21.6,0.0,680.0,684.0,17.0,0.0,24236.0,54.0,40.0,6.0,0.0,Dec-2015,May-1980
15000.0, 36 months,5.32,451.73,A,A1,9 years,OWN,60000.0,Not Verified,debt_consolidation,21.48,0.0,790.0,794.0,8.0,0.0,12370.0,15.7,16.0,0.0,0.0,Dec-2015,Apr-1988
15000.0, 36 months,12.88,504.55,C,C2,5 years,MORTGAGE,94000.0,Source Verified,debt_consolidation,13.21,0.0,670.0,674.0,19.0,2.0,11431.0,52.0,28.0,3.0,1.0,Dec-2015,Dec-1997
8400.0, 36 months,5.32,252.97,A,A1,10+ years,MORTGAGE,95000.0,Not Verified,debt_consolidation,21.79,0.0,725.0,729.0,10.0,0.0,8766.0,29.5,20.0,3.0,0.0,Dec-2015,Feb-1994
28000.0, 36 months,5.32,843.22,A,A1,4 years,MORTGAGE,135000.0,Source Verified,credit_card,8.56,0.0,700.0,704.0,14.0,0.0,38029.0,38.1,25.0,5.0,0.0,Dec-2015,Apr-2001
18000.0, 60 months,8.49,369.22,B,B1,2 years,MORTGAGE,120000.0,Not Verified,credit_card,6.42,0.0,700.0,704.0,5.0,0.0,1641.0,48.3,14.0,1.0,0.0,Dec-2015,May-2006
2500.0, 36 months,7.91,78.24,A,A5,6 years,RENT,29000.0,Source Verified,debt_consolidation,21.19,0.0,755.0,759.0,8.0,0.0,1409.0,10.9,16.0,0.0,0.0,Dec-2015,Jul-1985
25000.0, 60 months,17.97,634.43,D,D4,10+ years,MORTGAGE,105000.0,Not Verified,debt_consolidation,22.57,0.0,680.0,684.0,10.0,1.0,5787.0,31.3,41.0,4.0,1.0,Dec-2015,Feb-1988
24000.0, 60 months,17.27,599.96,D,D3,10+ years,MORTGAGE,67000.0,Not Verified,home_improvement,29.07,4.0,690.0,694.0,12.0,1.0,5727.0,62.9,32.0,3.0,0.0,Dec-2015,Jan-1991
30000.0, 60 months,13.99,697.9,C,C4,9 years,MORTGAGE,70000.0,Source Verified,debt_consolidation,19.9,0.0,690.0,694.0,7.0,0.0,15676.0,54.8,38.0,4.0,0.0,Dec-2015,Sep-2004
21000.0, 36 months,9.17,669.46,B,B2,8 years,MORTGAGE,150000.0,Source Verified,debt_consolidation,13.09,0.0,665.0,669.0,17.0,1.0,10920.0,49.4,22.0,2.0,1.0,Dec-2015,Aug-2001
12000.0, 60 months,18.99,311.23,E,E1,< 1 year,RENT,50000.0,Verified,credit_card,21.87,0.0,665.0,669.0,10.0,1.0,5272.0,61.0,22.0,0.0,1.0,Dec-2015,Apr-2006
22800.0, 36 months,5.32,686.62,A,A1,6 years,MORTGAGE,76000.0,Not Verified,debt_consolidation,21.96,0.0,735.0,739.0,12.0,0.0,15801.0,37.3,27.0,3.0,0.0,Dec-2015,Oct-1999
7000.0, 36 months,11.48,230.77,B,B5,4 years,OWN,41000.0,Verified,home_improvement,19.79,0.0,670.0,674.0,10.0,0.0,1974.0,20.4,52.0,0.0,0.0,Dec-2015,May-2004
5000.0, 36 months,11.99,166.05,C,C1,1 year,RENT,30000.0,Source Verified,debt_consolidation,9.16,0.0,675.0,679.0,12.0,2.0,5426.0,28.3,15.0,0.0,0.0,Dec-2015,Apr-2005
5475.0, 36 months,18.99,200.67,E,E1,10+ years,MORTGAGE,108000.0,Verified,debt_consolidation,33.47,4.0,670.0,674.0,11.0,0.0,3045.0,41.0,27.0,2.0,0.0,Dec-2015,Dec-1999
12000.0, 36 months,9.8,386.09,B,B3,10+ years,RENT,55000.0,Source Verified,debt_consolidation,12.61,1.0,660.0,664.0,9.0,0.0,5116.0,63.2,13.0,0.0,0.0,Dec-2015,Sep-2006
14400.0, 60 months,19.48,377.36,E,E2,3 years,RENT,73320.0,Source Verified,debt_consolidation,17.02,0.0,660.0,664.0,9.0,0.0,12105.0,96.8,19.0,0.0,0.0,Dec-2015,Nov-2006
14450.0, 36 months,11.48,476.37,B,B5,7 years,MORTGAGE,116300.0,Verified,debt_consolidation,2.86,0.0,725.0,729.0,4.0,0.0,883.0,26.0,23.0,6.0,0.0,Dec-2015,Dec-2002
12000.0, 60 months,8.49,246.15,B,B1,< 1 year,MORTGAGE,68000.0,Not Verified,debt_consolidation,12.02,0.0,740.0,744.0,5.0,0.0,6343.0,37.3,14.0,3.0,0.0,Dec-2015,Dec-2002
5000.0, 36 months,7.91,156.48,A,A5,10+ years,MORTGAGE,67000.0,Source Verified,debt_consolidation,36.53,0.0,700.0,704.0,34.0,0.0,44464.0,60.3,56.0,5.0,0.0,Dec-2015,Mar-1978
27300.0, 60 months,17.97,692.8,D,D4,4 years,MORTGAGE,65000.0,Source Verified,debt_consolidation,17.02,1.0,675.0,679.0,9.0,0.0,29015.0,72.7,32.0,3.0,0.0,Dec-2015,Jul-2001
8400.0, 36 months,9.17,267.79,B,B2,2 years,MORTGAGE,70000.0,Source Verified,debt_consolidation,12.96,0.0,690.0,694.0,7.0,0.0,4595.0,60.5,36.0,2.0,0.0,Dec-2015,Jan-1997
10000.0, 36 months,6.99,308.73,A,A3,< 1 year,MORTGAGE,70000.0,Not Verified,home_improvement,21.79,0.0,730.0,734.0,14.0,1.0,5605.0,25.9,23.0,4.0,1.0,Dec-2015,May-1987
14800.0, 36 months,15.77,518.65,D,D1,7 years,RENT,48000.0,Verified,debt_consolidation,20.55,0.0,720.0,724.0,17.0,1.0,2659.0,17.5,22.0,0.0,1.0,Dec-2015,May-2000
5000.0, 36 months,11.48,164.84,B,B5,9 years,MORTGAGE,78000.0,Not Verified,debt_consolidation,21.21,0.0,700.0,704.0,19.0,0.0,34764.0,54.3,21.0,1.0,0.0,Dec-2015,Jun-1995
8000.0, 36 months,10.78,261.08,B,B4,5 years,MORTGAGE,53000.0,Verified,debt_consolidation,20.13,0.0,670.0,674.0,9.0,1.0,6515.0,50.9,18.0,1.0,1.0,Dec-2015,Dec-2000
8400.0, 36 months,16.59,297.78,D,D2,3 years,RENT,51000.0,Source Verified,other,13.27,0.0,690.0,694.0,10.0,0.0,4072.0,37.0,12.0,0.0,0.0,Dec-2015,Apr-2006
18000.0, 36 months,6.49,551.61,A,A2,10+ years,MORTGAGE,100000.0,Not Verified,debt_consolidation,10.49,0.0,720.0,724.0,11.0,0.0,16114.0,33.4,29.0,3.0,0.0,Dec-2015,Oct-2002
8200.0, 36 months,16.59,290.69,D,D2,3 years,MORTGAGE,79000.0,Not Verified,debt_consolidation,0.76,1.0,670.0,674.0,7.0,0.0,685.0,8.8,8.0,0.0,0.0,Dec-2015,Aug-2007
8000.0, 36 months,9.17,255.04,B,B2,< 1 year,RENT,65000.0,Verified,major_purchase,22.05,2.0,685.0,689.0,13.0,0.0,13171.0,79.8,35.0,1.0,0.0,Dec-2015,Mar-1996
15000.0, 36 months,5.32,451.73,A,A1,4 years,MORTGAGE,85000.0,Not Verified,debt_consolidation,13.56,1.0,745.0,749.0,12.0,0.0,18084.0,46.3,21.0,1.0,0.0,Dec-2015,Nov-1994
11000.0, 36 months,10.78,358.99,B,B4,10+ years,RENT,297000.0,Verified,other,12.69,1.0,670.0,674.0,12.0,0.0,34746.0,61.9,33.0,7.0,0.0,Dec-2015,Apr-1992
20000.0, 36 months,13.44,678.13,C,C3,3 years,MORTGAGE,64000.0,Verified,credit_card,23.85,0.0,695.0,699.0,9.0,0.0,25020.0,73.4,22.0,2.0,0.0,Dec-2015,Aug-2009
14000.0, 60 months,19.48,366.88,E,E2,10+ years,RENT,115000.0,Source Verified,debt_consolidation,13.36,0.0,660.0,664.0,7.0,0.0,4916.0,48.2,11.0,0.0,0.0,Dec-2015,Jan-2007
21600.0, 60 months,14.85,512.17,C,C5,4 years,MORTGAGE,86000.0,Source Verified,other,13.58,0.0,685.0,689.0,26.0,0.0,6643.0,25.4,43.0,1.0,0.0,Dec-2015,Jan-2005
13200.0, 36 months,12.88,444.0,C,C2,10+ years,MORTGAGE,45000.0,Source Verified,debt_consolidation,32.56,0.0,675.0,679.0,13.0,0.0,14895.0,56.9,19.0,1.0,0.0,Dec-2015,Oct-2002
20000.0, 36 months,18.49,727.98,D,D5,8 years,RENT,137000.0,Source Verified,debt_consolidation,18.48,0.0,665.0,669.0,16.0,0.0,27103.0,74.9,32.0,1.0,0.0,Dec-2015,Sep-2001
28000.0, 36 months,7.91,876.26,A,A5,10+ years,MORTGAGE,111000.0,Source Verified,debt_consolidation,17.76,0.0,715.0,719.0,9.0,0.0,24758.0,88.1,21.0,3.0,0.0,Dec-2015,Dec-1988
33000.0, 36 months,8.49,1041.58,B,B1,5 years,MORTGAGE,92250.0,Verified,other,20.68,0.0,735.0,739.0,8.0,0.0,12502.0,36.6,18.0,4.0,0.0,Dec-2015,Oct-2007
21700.0, 60 months,22.45,604.9,F,F1,10+ years,OWN,60300.0,Verified,debt_consolidation,24.74,1.0,670.0,674.0,10.0,0.0,32236.0,71.1,17.0,0.0,0.0,Dec-2015,May-1998
5200.0, 36 months,10.78,169.71,B,B4,7 years,MORTGAGE,160000.0,Not Verified,debt_consolidation,8.0,1.0,660.0,664.0,6.0,0.0,8211.0,39.7,23.0,4.0,0.0,Dec-2015,Nov-1987
30000.0, 60 months,20.5,803.19,E,E4,< 1 year,MORTGAGE,98000.0,Source Verified,debt_consolidation,7.96,2.0,660.0,664.0,7.0,0.0,20312.0,69.3,25.0,2.0,0.0,Dec-2015,Jan-1996
12000.0, 36 months,7.49,373.22,A,A4,3 years,MORTGAGE,108000.0,Source Verified,debt_consolidation,6.92,1.0,715.0,719.0,17.0,0.0,19903.0,33.5,38.0,4.0,0.0,Dec-2015,May-1990
9000.0, 36 months,7.91,281.66,A,A5,10+ years,MORTGAGE,90000.0,Not Verified,credit_card,9.28,2.0,715.0,719.0,11.0,0.0,3218.0,11.1,40.0,3.0,0.0,Dec-2015,Apr-1998
9000.0, 36 months,8.49,284.07,B,B1,8 years,MORTGAGE,47000.0,Not Verified,debt_consolidation,8.43,0.0,675.0,679.0,12.0,0.0,9747.0,26.7,22.0,0.0,0.0,Dec-2015,Nov-2000
12000.0, 36 months,10.78,391.62,B,B4,5 years,RENT,29500.0,Source Verified,debt_consolidation,16.27,0.0,680.0,684.0,8.0,1.0,12710.0,53.4,10.0,0.0,1.0,Dec-2015,Jan-2007
6000.0, 36 months,5.32,180.69,A,A1,< 1 year,MORTGAGE,52000.0,Not Verified,credit_card,15.82,0.0,765.0,769.0,13.0,0.0,14849.0,28.7,20.0,1.0,0.0,Dec-2015,Feb-2003
35000.0, 36 months,9.8,1126.07,B,B3,10+ years,OWN,173000.0,Verified,credit_card,22.42,0.0,700.0,704.0,17.0,0.0,63825.0,86.5,31.0,5.0,0.0,Dec-2015,Feb-1982
10000.0, 60 months,11.48,219.83,B,B5,10+ years,MORTGAGE,55000.0,Not Verified,credit_card,22.74,0.0,760.0,764.0,12.0,0.0,31359.0,48.8,31.0,3.0,0.0,Dec-2015,Apr-2003
16000.0, 36 months,8.49,505.01,B,B1,1 year,RENT,75000.0,Not Verified,debt_consolidation,19.44,1.0,685.0,689.0,19.0,0.0,15196.0,59.6,26.0,0.0,0.0,Dec-2015,Oct-2003
9075.0, 36 months,5.32,273.3,A,A1,10+ years,MORTGAGE,40000.0,Not Verified,credit_card,8.39,0.0,815.0,819.0,15.0,0.0,12854.0,16.3,26.0,3.0,0.0,Dec-2015,Sep-1984
8000.0, 36 months,7.91,250.36,A,A5,10+ years,MORTGAGE,63800.0,Not Verified,debt_consolidation,23.76,1.0,730.0,734.0,11.0,0.0,5025.0,32.2,35.0,2.0,0.0,Dec-2015,Jun-1991
5000.0, 36 months,8.49,157.82,B,B1,< 1 year,MORTGAGE,29000.0,Not Verified,debt_consolidation,6.46,0.0,690.0,694.0,21.0,0.0,3750.0,56.0,33.0,0.0,0.0,Dec-2015,Oct-1995
15000.0, 60 months,11.99,333.6,C,C1,3 years,MORTGAGE,100000.0,Source Verified,debt_consolidation,7.58,0.0,660.0,664.0,13.0,1.0,3434.0,23.8,50.0,3.0,1.0,Dec-2015,Aug-1981
20000.0, 36 months,9.17,637.58,B,B2,10+ years,MORTGAGE,180000.0,Not Verified,debt_consolidation,14.67,0.0,680.0,684.0,12.0,0.0,87329.0,84.5,27.0,4.0,0.0,Dec-2015,Jun-1990
4200.0, 36 months,13.99,143.53,C,C4,2 years,RENT,32000.0,Source Verified,other,31.02,0.0,705.0,709.0,10.0,0.0,1294.0,11.7,16.0,0.0,0.0,Dec-2015,Nov-2009
14000.0, 36 months,9.8,450.43,B,B3,4 years,MORTGAGE,100000.0,Not Verified,medical,15.97,0.0,685.0,689.0,7.0,0.0,34250.0,36.1,14.0,2.0,0.0,Dec-2015,Dec-1997
8000.0, 36 months,13.99,273.39,C,C4,2 years,MORTGAGE,80000.0,Not Verified,debt_consolidation,19.74,0.0,680.0,684.0,11.0,1.0,6779.0,36.6,21.0,0.0,1.0,Dec-2015,Jan-2002
4000.0, 36 months,7.49,124.41,A,A4,5 years,RENT,83500.0,Verified,car,2.17,0.0,755.0,759.0,5.0,0.0,94.0,0.5,15.0,0.0,0.0,Dec-2015,May-1995
13000.0, 36 months,7.91,406.84,A,A5,2 years,RENT,70000.0,Not Verified,credit_card,26.32,0.0,710.0,714.0,10.0,0.0,13025.0,40.6,27.0,0.0,0.0,Dec-2015,Jul-2009
24000.0, 60 months,23.13,678.37,F,F2,6 years,MORTGAGE,43435.0,Verified,debt_consolidation,35.7,0.0,680.0,684.0,13.0,1.0,12508.0,73.1,22.0,1.0,1.0,Dec-2015,Jul-1998
29900.0, 60 months,12.88,678.49,C,C2,10+ years,MORTGAGE,65000.0,Verified,debt_consolidation,21.77,0.0,715.0,719.0,15.0,0.0,31682.0,46.7,31.0,2.0,0.0,Dec-2015,May-2004
7200.0, 36 months,6.49,220.65,A,A2,10+ years,MORTGAGE,60000.0,Not Verified,credit_card,20.68,0.0,725.0,729.0,3.0,0.0,4727.0,67.5,22.0,1.0,0.0,Dec-2015,Sep-2002
14000.0, 60 months,15.77,338.75,D,D1,10+ years,RENT,132700.0,Source Verified,debt_consolidation,25.38,2.0,660.0,664.0,11.0,0.0,26599.0,78.0,41.0,5.0,0.0,Dec-2015,Sep-2002
19675.0, 60 months,21.48,537.61,E,E5,< 1 year,MORTGAGE,86000.0,Source Verified,debt_consolidation,8.09,1.0,660.0,664.0,8.0,0.0,10734.0,39.2,10.0,1.0,0.0,Dec-2015,Jul-2008
20000.0, 60 months,17.27,499.96,D,D3,9 years,RENT,124000.0,Not Verified,credit_card,31.23,0.0,670.0,674.0,30.0,0.0,71234.0,65.6,46.0,0.0,0.0,Dec-2015,Sep-1995
6000.0, 36 months,8.49,189.38,B,B1,4 years,OWN,42000.0,Not Verified,debt_consolidation,26.06,0.0,730.0,734.0,22.0,0.0,17033.0,20.8,35.0,0.0,0.0,Dec-2015,Oct-1999
15000.0, 36 months,10.78,489.52,B,B4,10+ years,MORTGAGE,200000.0,Source Verified,credit_card,13.57,0.0,710.0,714.0,22.0,0.0,47098.0,55.9,71.0,6.0,0.0,Dec-2015,Jul-2000
2400.0, 36 months,7.49,74.65,A,A4,10+ years,RENT,50000.0,Source Verified,credit_card,11.67,0.0,735.0,739.0,2.0,0.0,4014.0,100.3,7.0,0.0,0.0,Dec-2015,Apr-1994
3600.0, 36 months,15.77,126.16,D,D1,3 years,RENT,70000.0,Source Verified,other,14.33,1.0,685.0,689.0,12.0,0.0,2442.0,52.0,30.0,0.0,0.0,Dec-2015,Aug-2004
24000.0, 36 months,5.32,722.76,A,A1,3 years,MORTGAGE,120000.0,Not Verified,credit_card,15.82,0.0,725.0,729.0,13.0,0.0,42613.0,35.4,31.0,1.0,0.0,Dec-2015,Sep-2004
3350.0, 36 months,7.91,104.84,A,A5,,MORTGAGE,42251.0,Not Verified,credit_card,23.49,0.0,680.0,684.0,6.0,0.0,4055.0,78.0,29.0,1.0,0.0,Dec-2015,Aug-1999
26000.0, 36 months,6.49,796.76,A,A2,6 years,MORTGAGE,124400.0,Not Verified,credit_card,26.03,0.0,735.0,739.0,8.0,0.0,20052.0,59.0,36.0,6.0,0.0,Dec-2015,May-2001
18250.0, 36 months,11.48,601.64,B,B5,,MORTGAGE,39696.0,Not Verified,credit_card,24.55,0.0,665.0,669.0,7.0,0.0,37981.0,54.9,10.0,2.0,0.0,Dec-2015,Jan-1972
8275.0, 36 months,10.78,270.06,B,B4,,MORTGAGE,55000.0,Verified,credit_card,38.05,0.0,715.0,719.0,10.0,0.0,46623.0,89.7,23.0,4.0,0.0,Dec-2015,May-1991
15000.0, 36 months,11.48,494.5,B,B5,9 years,RENT,90000.0,Source Verified,debt_consolidation,14.89,1.0,680.0,684.0,8.0,0.0,13377.0,48.1,14.0,0.0,0.0,Dec-2015,Jun-1997
13600.0, 36 months,11.48,448.35,B,B5,10+ years,MORTGAGE,61983.0,Source Verified,debt_consolidation,2.87,0.0,690.0,694.0,4.0,1.0,5455.0,76.8,5.0,1.0,1.0,Dec-2015,Aug-2005
10000.0, 36 months,9.8,321.74,B,B3,1 year,RENT,75000.0,Source Verified,debt_consolidation,14.16,0.0,700.0,704.0,15.0,0.0,27849.0,30.0,25.0,0.0,0.0,Dec-2015,Apr-2002
5000.0, 36 months,10.78,163.18,B,B4,10+ years,OWN,75000.0,Source Verified,debt_consolidation,16.7,0.0,705.0,709.0,13.0,0.0,22869.0,60.5,53.0,1.0,0.0,Dec-2015,Dec-1996
30000.0, 60 months,18.49,769.83,D,D5,< 1 year,MORTGAGE,103000.0,Verified,debt_consolidation,22.36,0.0,675.0,679.0,13.0,0.0,25530.0,49.0,33.0,6.0,0.0,Dec-2015,Jul-2003
21600.0, 60 months,19.48,566.04,E,E2,5 years,MORTGAGE,121000.0,Verified,debt_consolidation,19.93,2.0,665.0,669.0,22.0,0.0,32672.0,70.0,51.0,9.0,0.0,Dec-2015,Jan-1990
34000.0, 36 months,10.78,1109.58,B,B4,7 years,RENT,76497.0,Verified,debt_consolidation,13.32,0.0,705.0,709.0,4.0,0.0,34886.0,96.9,7.0,0.0,0.0,Dec-2015,Sep-1995
9600.0, 36 months,7.49,298.58,A,A4,8 years,MORTGAGE,60000.0,Not Verified,credit_card,22.44,0.0,695.0,699.0,7.0,0.0,7722.0,59.4,9.0,0.0,0.0,Dec-2015,Jun-1996
6000.0, 36 months,6.99,185.24,A,A3,10+ years,OWN,48000.0,Not Verified,credit_card,33.78,0.0,760.0,764.0,18.0,0.0,7204.0,26.6,30.0,0.0,0.0,Dec-2015,Apr-1983
4200.0, 36 months,13.44,142.41,C,C3,10+ years,MORTGAGE,102500.0,Not Verified,debt_consolidation,26.21,0.0,700.0,704.0,14.0,0.0,11947.0,88.5,37.0,7.0,0.0,Dec-2015,Jan-1999
10000.0, 36 months,6.49,306.45,A,A2,10+ years,MORTGAGE,106000.0,Not Verified,credit_card,16.45,0.0,810.0,814.0,17.0,0.0,45381.0,16.0,32.0,6.0,0.0,Dec-2015,Jun-1985
